a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,output
1,6,0,6,495,0,4,1,2,2,2,1,44,2,0,4,3,1,0,1,1
1,5,1,7,428,2,3,2,2,1,1,1,33,0,0,4,2,1,0,1,1
2,9,0,4,480,1,4,2,2,0,1,0,52,1,1,3,3,2,1,1,1
1,5,2,5,449,2,3,2,2,2,2,0,58,2,1,4,3,1,1,1,1
1,7,1,8,601,2,3,1,2,1,2,0,32,0,1,1,2,2,1,1,1
2,8,0,4,533,0,4,1,2,2,2,0,57,0,0,4,2,1,0,1,1
1,6,2,6,426,2,3,1,2,1,2,1,49,0,1,4,2,2,1,1,1
2,9,1,5,444,2,2,1,2,2,1,2,56,1,0,3,3,1,1,1,1
1,8,1,7,373,3,2,1,2,2,1,0,55,2,0,4,3,1,0,1,1
2,6,1,6,489,2,3,1,2,1,1,0,41,0,1,4,2,1,1,1,1
1,8,0,6,596,1,4,2,2,0,1,0,51,1,0,2,2,2,1,1,1
2,7,1,4,306,3,4,1,2,1,2,2,34,0,1,3,3,1,1,1,1
2,9,2,6,595,2,4,1,2,2,1,2,39,0,1,1,2,2,1,1,1
1,9,2,6,581,3,4,2,2,1,1,1,46,2,0,3,2,2,0,1,1
1,9,0,5,398,0,4,1,2,1,1,0,49,0,1,4,3,1,1,1,1
1,5,1,5,546,1,2,1,2,0,2,2,32,0,0,4,3,2,1,1,1
2,7,1,8,397,2,2,1,2,0,2,0,47,0,0,2,3,1,1,1,1
2,8,1,3,586,0,4,2,2,0,1,2,53,2,0,3,2,2,1,1,1
1,8,2,7,608,2,3,2,2,2,2,2,48,0,0,2,2,1,1,1,1
2,9,0,7,418,0,4,2,2,2,1,1,32,0,0,2,2,1,0,1,1
2,6,1,7,515,2,3,1,2,0,2,2,40,0,1,2,3,2,1,1,1
2,5,2,5,284,3,2,1,2,0,1,0,29,2,1,4,3,1,0,1,1
1,8,0,7,293,3,3,1,2,2,2,1,52,0,1,1,3,1,0,1,1
1,6,0,7,474,1,4,1,2,1,2,1,47,1,1,3,3,1,1,1,1
1,7,2,8,342,3,2,1,2,2,2,1,40,2,1,4,2,1,1,1,1
2,5,2,7,293,0,2,1,2,2,2,1,49,0,1,1,2,2,0,1,1
1,6,0,4,493,2,2,2,2,2,1,2,51,1,0,4,2,1,0,1,1
1,5,2,8,415,0,3,1,2,0,2,1,44,1,0,1,2,1,0,1,1
2,5,0,4,306,1,3,2,2,2,2,2,46,0,0,3,3,1,0,1,1
1,7,1,6,604,0,4,1,2,1,2,0,43,2,0,1,3,1,0,1,1
1,6,0,8,409,0,3,1,2,0,1,1,52,2,0,3,2,2,0,1,1
2,5,0,4,257,3,3,2,2,2,1,1,34,0,1,1,3,1,0,1,1
2,6,2,8,262,2,2,1,2,0,1,2,34,1,0,2,2,2,1,1,1
1,6,1,5,394,2,4,1,2,2,2,0,29,1,1,1,3,2,0,1,1
1,6,1,4,535,0,2,2,2,0,2,2,37,1,0,3,2,1,0,1,1
1,6,1,8,463,2,4,1,2,2,2,2,29,2,1,4,2,1,0,1,1
1,9,1,4,493,1,2,1,2,2,2,0,57,1,1,3,3,1,0,1,1
1,9,1,4,381,2,2,2,2,2,2,1,31,0,1,4,3,1,0,1,1
2,5,0,5,350,1,4,1,2,1,1,0,44,0,1,4,3,1,1,1,1
1,9,2,3,393,3,2,2,2,1,1,1,48,1,0,1,3,1,1,1,1
1,7,0,8,410,0,4,1,2,1,2,1,30,2,0,1,3,2,1,1,1
2,6,0,8,265,1,4,2,2,1,2,2,48,1,1,1,3,1,1,1,1
2,8,2,4,502,0,3,1,2,0,1,1,40,0,1,3,2,2,1,1,1
2,6,0,3,391,1,2,1,2,2,1,2,31,0,0,3,3,2,0,1,1
1,6,1,8,527,1,3,2,2,0,1,1,59,2,1,1,2,2,1,1,1
1,8,2,6,416,3,3,2,2,2,1,0,34,2,1,4,3,2,0,1,1
2,5,1,8,392,2,4,1,2,0,1,2,49,0,0,2,3,2,1,1,1
2,7,0,5,592,0,3,2,2,1,1,2,39,1,0,3,2,2,0,1,1
2,6,2,6,296,2,2,1,2,0,2,1,50,1,0,1,2,1,0,1,1
2,7,0,7,582,0,2,2,2,1,1,2,41,2,0,2,2,1,1,1,1
1,9,0,6,535,1,4,1,2,2,2,1,47,0,1,4,2,1,1,1,1
2,7,1,4,419,2,3,1,2,0,1,1,30,0,1,2,2,1,1,1,1
2,6,1,8,254,0,2,1,2,1,2,1,51,2,0,1,3,1,1,1,1
2,6,1,4,485,3,4,2,2,0,2,0,51,2,1,3,3,2,0,1,1
1,6,0,6,532,0,3,2,2,2,1,1,56,2,1,2,2,1,0,1,1
1,5,1,8,545,2,3,1,2,2,1,0,42,0,0,2,2,2,0,1,1
1,8,1,6,530,2,4,1,2,1,1,1,34,0,0,1,3,1,0,1,1
1,8,2,6,457,0,4,1,2,1,2,0,46,0,0,1,2,1,0,1,1
1,9,1,8,255,2,4,2,2,1,2,1,30,1,1,2,3,1,1,1,1
1,9,2,4,525,3,3,1,2,0,2,0,29,2,1,3,3,1,0,1,1
1,8,0,7,544,2,4,2,2,0,2,0,32,0,1,3,3,2,1,1,1
2,9,2,6,413,2,4,1,2,2,1,0,58,0,0,4,2,1,0,1,1
1,8,2,8,458,1,2,1,2,0,2,2,52,1,0,3,2,1,1,1,1
2,8,1,4,541,0,2,1,2,0,1,2,33,1,0,1,2,1,0,1,1
1,7,1,7,517,0,4,2,2,1,2,0,37,1,1,4,2,1,0,1,1
1,5,0,8,508,0,3,2,2,1,1,0,37,0,1,4,3,2,1,1,1
1,9,0,7,550,2,3,2,2,1,1,1,33,0,1,1,2,1,0,1,1
1,7,1,7,444,1,3,1,2,2,2,0,58,2,0,2,2,1,0,1,1
1,7,1,4,444,3,4,1,2,0,2,0,41,2,0,2,3,2,0,1,1
1,7,0,6,340,2,4,2,2,2,1,0,53,1,1,4,2,1,1,1,1
1,8,2,5,595,0,4,2,2,2,2,2,29,0,0,4,2,1,1,1,1
1,7,0,3,472,3,4,2,2,0,2,0,51,0,1,4,2,2,1,1,1
1,9,1,8,595,0,4,2,2,1,1,1,44,0,0,3,2,1,1,1,1
1,8,0,4,571,0,3,1,2,0,2,1,53,1,1,3,2,1,1,1,1
2,7,0,4,546,0,4,1,2,0,2,0,42,0,1,2,3,1,1,1,1
2,7,1,4,306,1,3,1,2,2,1,2,38,0,0,4,3,1,0,1,1
2,9,2,6,364,3,3,2,2,1,1,2,37,0,1,2,2,1,1,1,1
1,7,2,5,251,2,2,2,2,2,1,1,37,1,1,2,2,1,0,1,1
2,9,2,4,395,3,4,1,2,0,1,0,48,0,1,1,3,1,1,1,1
2,7,2,4,409,0,3,2,2,0,1,2,48,0,0,1,3,1,1,1,1
2,8,1,8,365,3,2,1,2,0,2,0,58,1,1,4,2,1,0,1,1
2,9,2,5,393,1,2,2,2,2,1,2,29,0,0,3,2,1,1,1,1
2,6,1,7,349,0,4,1,2,2,1,0,47,1,0,2,2,2,0,1,1
1,8,2,7,520,1,2,1,2,1,1,2,41,1,1,1,3,1,1,1,1
1,5,0,5,314,1,2,1,2,2,2,1,56,2,1,2,2,1,0,1,1
2,6,1,8,392,0,2,1,2,2,1,1,51,0,0,2,3,2,1,1,1
2,5,2,7,261,2,2,2,2,0,2,0,58,2,1,4,2,1,1,1,1
1,6,1,3,388,2,3,2,2,1,1,1,41,2,1,3,2,2,1,1,1
2,9,0,8,422,2,2,2,2,0,2,1,44,1,0,2,2,1,0,1,1
2,7,1,5,337,1,2,1,2,1,2,2,48,1,1,3,3,1,1,1,1
1,8,2,5,441,2,3,2,2,2,2,1,56,2,0,4,3,1,1,1,1
1,7,0,7,390,0,3,2,2,2,2,1,36,2,1,3,3,1,1,1,1
1,7,2,8,587,2,3,2,2,1,1,1,29,0,0,1,3,2,0,1,1
2,6,2,3,250,0,4,2,2,2,2,2,42,1,1,1,2,1,0,1,1
2,8,0,7,290,2,4,2,2,2,1,1,56,1,0,1,2,1,0,1,1
2,7,1,6,497,2,3,1,2,0,1,2,48,1,0,3,3,2,0,1,1
2,6,2,8,256,0,4,2,2,0,1,1,41,0,1,4,3,1,0,1,1
2,6,2,6,566,2,4,1,2,0,2,0,50,1,0,2,2,1,0,1,1
2,5,1,8,376,3,4,1,2,0,1,2,59,1,0,2,2,1,0,1,1
2,8,2,7,349,3,2,1,2,1,1,1,50,1,0,4,3,2,0,1,1
2,5,2,4,465,0,2,1,2,1,2,2,50,1,0,3,2,1,0,1,1
1,7,2,6,534,1,2,1,2,1,1,1,32,1,1,3,3,1,0,1,1
1,8,2,7,460,3,3,2,2,0,1,2,53,0,1,4,3,2,0,1,1
1,8,0,5,254,0,4,1,2,0,1,1,43,2,1,2,3,1,0,1,1
1,6,0,8,331,1,2,2,2,1,1,1,39,2,0,1,3,1,0,1,1
1,7,0,7,348,3,4,2,2,0,1,0,36,0,1,1,3,2,0,1,1
2,9,2,3,498,1,3,1,2,1,1,2,42,1,1,4,2,2,1,1,1
1,7,2,4,595,1,3,1,2,0,2,2,44,1,1,3,2,1,0,1,1
2,5,0,6,531,2,3,2,2,1,1,1,40,1,0,2,3,2,0,1,1
1,7,0,6,476,3,4,2,2,1,2,1,49,0,1,3,2,2,0,1,1
2,6,1,5,427,0,2,1,2,1,2,1,43,1,0,4,2,2,0,1,1
2,9,1,5,280,3,3,2,2,0,2,0,53,0,1,4,2,1,0,1,1
1,6,2,5,402,1,4,2,2,0,2,0,31,0,1,2,3,2,1,1,1
1,5,2,6,389,1,4,1,2,2,1,2,48,2,1,3,2,2,1,1,1
1,5,2,5,349,3,4,1,2,1,2,0,31,2,0,3,3,2,0,1,1
1,8,0,4,336,2,3,1,2,0,1,2,50,1,0,3,2,2,0,1,1
1,5,2,8,265,3,3,2,2,2,2,1,42,1,1,4,3,2,1,1,1
2,7,1,5,362,2,2,1,2,1,2,2,43,2,0,3,2,2,0,1,1
1,6,0,7,302,1,4,2,2,2,2,0,41,2,0,4,2,2,1,1,1
2,9,0,7,552,2,2,2,2,1,1,0,39,1,1,3,3,1,1,1,1
1,9,2,3,404,1,2,1,2,1,1,0,51,0,1,2,2,2,0,1,1
1,7,0,5,254,2,2,1,2,1,2,0,32,2,0,1,3,2,0,1,1
1,9,0,6,368,2,4,1,2,1,1,2,30,2,0,3,3,2,1,1,1
2,8,0,6,589,3,2,1,2,2,1,0,34,0,0,2,2,2,0,1,1
1,7,1,5,390,2,4,2,2,2,1,2,36,0,0,1,3,2,0,1,1
2,6,2,4,550,2,3,1,2,0,2,1,51,0,1,1,3,2,1,1,1
1,6,0,6,381,1,4,1,2,2,2,1,33,0,0,4,3,2,0,1,1
1,5,1,7,270,2,4,2,2,2,2,1,44,0,1,4,2,1,0,1,1
1,7,2,8,575,1,3,1,2,2,1,0,51,0,0,4,2,1,1,1,1
2,9,2,6,286,1,3,1,2,1,1,1,50,2,1,2,3,1,1,1,1
2,8,1,6,467,3,3,1,2,0,2,1,49,2,0,3,2,2,1,1,1
1,6,0,3,254,3,4,2,2,2,2,0,38,0,1,2,2,1,1,1,1
2,17,1,1,1204,0,1,3,2,1,1,0,24,1,0,2,2,1,0,1,0
3,15,0,1,1204,2,2,2,2,1,1,2,26,0,1,2,2,1,0,1,0
2,13,1,0,1204,1,1,3,2,0,2,1,25,0,0,2,2,1,0,1,0
3,16,2,1,1204,1,2,3,2,0,1,0,26,1,0,2,2,1,1,1,0
1,15,0,0,1204,0,2,3,2,0,1,1,25,0,1,1,2,2,1,1,0
2,17,0,0,1204,1,2,2,2,0,1,3,25,1,1,2,2,1,1,1,0
3,12,0,1,1204,2,2,2,2,1,1,1,25,1,0,1,2,1,1,1,0
3,12,2,1,1204,2,2,2,2,1,2,0,24,1,1,1,1,1,0,1,0
1,18,2,0,1204,2,2,3,2,0,1,1,24,1,1,1,2,2,1,1,0
3,14,1,0,1204,1,2,3,2,1,2,1,25,0,1,1,1,1,0,1,0
1,14,2,1,1204,1,1,2,2,1,2,0,24,0,0,1,2,2,0,1,0
2,11,2,1,1204,0,1,2,2,0,1,0,25,1,0,1,2,2,0,1,0
3,15,0,0,1204,1,1,2,2,1,1,0,26,0,0,2,1,1,1,1,0
2,10,0,1,1204,1,2,3,2,1,2,3,26,2,1,1,1,1,1,1,0
2,16,2,0,1204,2,1,3,2,0,2,0,24,1,1,1,1,2,1,1,0
3,11,0,0,1204,2,1,2,2,0,2,2,24,2,0,1,2,1,1,1,0
3,10,0,1,1204,1,1,2,2,1,2,3,24,0,1,2,1,1,1,1,0
3,12,2,1,1204,0,1,2,2,1,2,2,25,0,1,2,2,1,0,1,0
2,11,1,1,1204,1,1,3,2,0,1,3,25,2,0,1,2,2,0,1,0
1,13,0,1,1204,0,2,2,2,1,2,2,24,0,0,2,1,1,0,1,0
1,15,2,0,1204,1,2,3,2,1,1,0,26,2,1,2,2,2,0,1,0
3,18,1,1,1204,2,2,2,2,0,1,2,26,0,1,2,1,2,0,1,0
3,11,2,0,1204,0,2,3,2,1,2,0,24,2,0,1,2,2,1,1,0
2,16,2,0,1204,2,1,2,2,0,1,3,25,0,1,1,1,1,0,1,0
1,18,1,0,1204,1,2,2,2,0,1,1,26,2,0,2,2,2,0,1,0
1,18,0,0,1204,1,2,3,2,0,2,1,26,0,0,2,1,1,0,1,0
1,13,2,1,1204,1,1,3,2,1,2,1,26,1,1,1,1,1,0,1,0
2,13,0,0,1204,1,1,2,2,0,2,2,24,1,1,1,2,2,0,1,0
2,12,1,0,1204,0,1,3,2,0,2,0,24,0,0,1,1,1,0,1,0
1,11,2,0,1204,1,1,2,2,1,1,1,25,2,1,2,2,1,0,1,0
3,10,0,1,1204,2,1,2,2,0,1,1,26,1,0,2,1,2,1,1,0
2,10,0,0,1204,2,1,2,2,0,2,1,26,1,0,1,2,1,1,1,0
3,11,1,0,1204,0,1,3,2,0,1,2,24,2,1,2,1,2,1,1,0
1,14,1,0,1204,2,1,3,2,0,1,3,24,1,1,1,1,1,1,1,0
1,14,2,0,1204,2,1,2,2,0,2,2,26,1,1,1,1,2,0,1,0
2,13,0,0,1204,0,2,2,2,0,2,1,25,0,1,2,2,2,0,1,0
2,16,0,0,1204,1,2,3,2,1,1,3,25,1,0,1,1,2,0,1,0
3,12,0,1,1204,0,1,2,2,1,1,2,25,0,0,1,2,1,0,1,0
1,12,0,0,1204,1,1,2,2,1,2,2,25,0,0,2,2,1,1,1,0
1,14,2,0,1204,1,1,3,2,1,2,2,25,0,0,1,1,1,1,1,0
2,13,2,0,1204,0,2,3,2,0,1,3,24,0,1,2,2,2,0,1,0
2,14,1,1,1204,0,1,2,2,1,2,1,26,0,1,1,1,2,1,1,0
2,14,2,1,1204,1,2,3,2,1,2,1,24,1,0,2,1,1,0,1,0
3,13,0,1,1204,0,2,3,2,1,1,2,24,2,0,1,1,1,1,1,0
1,18,1,0,1204,2,2,2,2,0,2,0,26,0,1,1,1,2,0,1,0
2,16,0,1,1204,1,1,2,2,0,2,2,24,2,0,1,2,2,1,1,0
1,12,0,1,1204,0,2,2,2,0,1,0,24,1,0,2,1,1,0,1,0
1,15,1,1,1204,2,2,2,2,0,1,3,25,0,1,1,1,2,0,1,0
3,13,1,0,1204,2,1,3,2,1,2,2,26,0,1,1,1,1,1,1,0
3,13,0,1,1204,0,1,2,2,0,1,2,24,0,1,1,1,1,0,1,0
1,14,1,1,1204,2,1,3,2,0,2,1,26,0,0,1,1,1,1,1,0
3,14,1,1,1204,2,1,2,2,1,1,2,24,1,1,2,1,1,1,1,0
1,17,2,0,1204,2,2,3,2,0,2,1,25,1,0,2,2,2,0,1,0
3,15,0,1,1204,0,1,2,2,0,1,3,25,0,0,1,2,2,0,1,0
2,15,1,0,1204,0,1,3,2,1,2,0,26,2,1,1,2,1,1,1,0
1,18,2,0,1204,2,2,2,2,0,2,2,25,2,0,1,2,1,1,1,0
3,17,0,0,1204,0,2,2,2,1,2,3,26,2,1,2,1,2,0,1,0
3,12,0,0,1204,2,2,2,2,1,1,2,24,1,0,1,1,2,0,1,0
3,12,2,0,1204,1,2,3,2,1,2,1,26,1,0,1,2,2,1,1,0
1,12,1,0,1204,1,2,3,2,0,1,0,26,2,1,2,1,2,1,1,0
3,13,2,1,1204,0,1,3,2,0,1,0,24,2,0,2,1,2,0,1,0
3,14,2,1,1204,2,2,3,2,0,1,0,26,1,1,2,2,1,1,1,0
2,10,2,0,1204,2,2,2,2,1,1,3,26,0,1,2,1,1,1,1,0
3,12,0,1,1204,1,1,2,2,1,2,3,25,2,1,1,2,1,1,1,0
3,14,0,0,1204,0,1,2,2,1,1,0,26,1,0,1,2,2,0,1,0
1,14,2,1,1204,2,2,2,2,1,1,3,26,1,0,2,2,1,1,1,0
1,17,1,0,1204,2,2,3,2,0,2,1,25,2,0,2,2,2,1,1,0
1,12,1,0,1204,2,2,2,2,1,2,0,25,2,1,2,2,1,0,1,0
2,17,1,0,1204,2,2,3,2,1,1,2,24,2,0,2,2,1,0,1,0
1,15,0,0,1204,1,1,2,2,0,2,1,24,2,0,1,1,1,1,1,0
3,13,1,1,1204,0,2,2,2,0,2,2,25,1,1,2,2,1,1,1,0
1,10,1,0,1204,1,2,2,2,1,2,0,25,0,0,1,1,2,0,1,0
2,11,2,1,1204,1,1,2,2,1,2,1,24,1,1,1,2,2,1,1,0
1,16,2,1,1204,2,1,3,2,1,1,0,24,2,0,1,2,2,0,1,0
3,15,1,1,1204,2,2,2,2,0,2,1,26,1,0,2,2,2,0,1,0
1,15,0,1,1204,0,1,2,2,0,2,2,24,2,1,1,2,2,0,1,0
3,16,1,1,1204,1,2,3,2,1,1,3,26,1,0,2,2,1,1,1,0
1,15,1,1,1204,1,1,2,2,0,1,2,26,1,0,1,2,2,0,1,0
3,17,1,0,1204,1,2,3,2,1,1,3,24,2,0,1,2,2,0,1,0
2,17,0,0,1204,2,2,3,2,0,1,1,26,2,0,2,1,1,1,1,0
3,15,2,0,1204,0,1,3,2,0,1,2,24,0,1,1,1,1,1,1,0
2,15,1,0,1204,2,1,3,2,0,1,3,26,0,1,2,1,1,1,1,0
2,14,0,1,1204,0,2,3,2,0,1,2,26,1,0,2,2,1,0,1,0
2,13,0,0,1204,1,2,3,2,1,1,2,25,1,0,1,1,2,1,1,0
1,18,2,0,1204,0,2,3,2,0,2,2,24,2,0,1,1,1,0,1,0
2,10,2,1,1204,2,2,3,2,0,1,0,26,0,1,2,2,2,1,1,0
1,13,1,1,1204,0,1,3,2,0,1,2,24,0,1,2,1,1,1,1,0
3,13,1,1,1204,2,2,2,2,1,1,0,25,0,0,1,2,2,1,1,0
2,10,1,1,1204,0,1,3,2,1,1,0,25,0,0,1,2,1,1,1,0
2,13,2,1,1204,1,2,3,2,1,1,2,26,2,0,1,2,2,0,1,0
1,14,2,0,1204,1,1,3,2,0,1,0,25,0,0,2,1,2,1,1,0
3,18,1,0,1204,0,1,3,2,1,1,0,26,2,1,2,1,2,1,1,0
1,13,0,0,1204,0,1,3,2,0,2,0,26,0,1,2,2,2,1,1,0
3,16,2,1,1204,2,2,2,2,0,1,1,25,1,1,2,1,1,0,1,0
1,11,2,0,1204,2,1,2,2,0,1,3,25,1,0,2,2,1,1,1,0
2,17,0,0,1204,2,2,3,2,1,1,3,24,2,0,2,2,1,0,1,0
1,15,0,1,1204,2,1,3,2,0,2,2,25,1,1,1,2,1,0,1,0
3,11,1,0,1204,1,1,2,2,1,2,3,24,0,1,2,1,1,0,1,0
3,17,2,1,1204,1,1,3,2,0,2,2,24,0,1,2,2,1,1,1,0
1,14,1,0,1204,0,1,2,2,1,2,0,26,0,1,1,2,2,1,1,0
2,15,1,0,1204,1,1,2,2,1,1,3,25,2,0,1,2,1,1,1,0
2,15,1,1,1204,2,2,2,2,1,2,3,26,1,1,1,1,1,1,1,0
1,12,2,1,1204,2,1,2,2,0,2,2,24,0,1,2,1,2,0,1,0
2,14,2,1,1204,1,1,3,2,0,2,3,26,1,1,1,2,1,0,1,0
3,11,0,1,1204,0,1,3,2,0,1,3,25,2,0,2,2,2,0,1,0
1,17,2,1,1204,0,1,3,2,1,2,2,26,2,1,2,2,2,1,1,0
2,15,0,0,1204,2,2,2,2,0,1,0,25,0,1,1,1,1,1,1,0
3,18,1,1,1204,1,2,3,2,1,1,2,26,0,1,1,2,1,0,1,0
2,11,2,1,1204,1,2,3,2,0,1,0,24,2,0,2,1,2,0,1,0
1,17,0,1,1204,0,2,3,2,0,2,1,24,0,1,1,2,1,1,1,0
3,16,0,1,1204,0,2,3,2,0,2,1,26,0,1,2,1,1,1,1,0
3,17,0,1,1204,1,1,3,2,0,2,3,24,2,0,1,2,1,0,1,0
2,11,1,0,1204,2,1,2,2,0,1,3,25,2,1,2,1,2,1,1,0
2,14,1,1,1204,1,2,2,2,0,2,1,25,0,0,2,1,1,0,1,0
2,11,2,1,1204,2,1,2,2,0,1,0,24,2,1,1,1,1,1,1,0
1,18,1,0,1204,2,2,3,2,1,1,3,25,1,0,2,1,2,0,1,0
3,17,0,1,1204,1,1,3,2,0,2,1,25,1,0,2,2,2,0,1,0
2,16,2,1,1204,2,2,3,2,0,1,3,26,1,1,1,2,1,1,1,0
3,15,1,0,1204,0,1,2,2,0,1,0,26,2,0,2,2,1,0,1,0
2,11,2,1,1204,2,1,3,2,0,1,2,24,0,1,2,1,1,0,1,0
1,11,0,1,1204,1,1,2,2,1,1,2,24,0,0,1,1,2,1,1,0
2,13,0,0,1204,2,1,2,2,0,1,0,26,0,0,1,2,1,1,1,0
3,16,2,0,1204,2,2,3,2,1,2,2,24,1,1,1,2,2,1,1,0
2,11,0,1,1204,2,2,2,2,0,1,1,25,1,0,2,1,1,0,1,0
1,10,1,0,1204,0,2,2,2,1,1,3,24,1,0,2,2,2,0,1,0
1,16,0,0,1204,2,2,3,2,0,1,3,25,2,0,2,1,2,0,1,0
3,13,0,1,1204,2,1,3,2,1,1,0,26,2,0,1,2,1,0,1,0
3,10,2,0,1204,1,2,2,2,0,1,2,24,2,1,2,1,2,1,1,0
1,12,1,1,1204,2,1,2,2,1,1,1,24,2,1,2,1,1,1,1,0
3,16,1,0,1204,0,2,2,2,0,1,2,24,2,1,1,2,2,1,1,0
2,12,0,1,1204,1,2,2,2,1,1,2,24,0,1,2,1,2,0,1,0
1,14,2,1,1204,0,1,3,2,1,2,1,26,0,1,2,2,1,0,1,0
1,13,1,0,1204,2,1,3,2,1,1,0,25,1,1,2,1,2,1,1,0
2,10,0,0,1204,2,2,2,2,1,1,2,25,1,1,1,1,2,1,1,0
3,16,1,1,1204,2,2,3,2,0,2,3,24,2,0,2,1,1,0,1,0
2,13,0,1,1204,1,1,2,2,0,1,3,25,1,0,2,1,2,0,1,0
2,10,0,0,1204,1,2,3,2,1,1,3,26,0,1,1,2,1,0,1,0
2,14,0,1,1204,0,2,2,2,0,2,0,25,2,1,2,1,1,0,1,0
3,17,0,1,1204,0,2,3,2,1,2,2,26,1,1,2,1,1,0,1,0
3,17,2,1,1204,0,1,3,2,0,2,2,25,2,1,2,1,2,0,1,0
2,15,0,1,1204,2,1,2,2,1,2,1,26,1,0,2,1,1,1,1,0
2,17,0,1,1204,0,1,2,2,1,1,3,26,2,0,2,1,1,0,1,0
3,16,0,1,1204,0,2,3,2,1,2,3,25,0,1,2,1,1,0,1,0
2,16,1,1,1204,1,2,3,2,0,1,1,26,0,0,2,1,1,1,1,0
3,14,0,1,1204,0,1,2,2,1,2,1,26,2,0,2,1,1,0,1,0
3,10,0,0,1204,0,1,2,2,0,2,3,24,1,0,1,1,2,1,1,0
2,10,2,0,1204,1,2,2,2,1,2,0,26,2,0,1,2,2,1,1,0
1,17,0,0,1204,1,2,2,2,0,2,3,25,2,0,1,1,2,0,1,0
2,10,1,0,1204,0,2,2,2,1,1,1,25,0,1,2,2,1,0,1,0
3,14,1,1,1204,1,2,2,2,0,1,1,24,2,0,2,2,2,0,1,0
3,12,2,1,1204,1,2,2,2,1,2,3,25,0,1,1,2,1,1,1,0
2,16,1,1,1204,1,1,3,2,0,2,3,25,0,1,1,1,1,1,1,0
1,10,0,0,1204,0,1,2,2,0,1,2,24,0,1,1,2,2,0,1,0
3,13,0,1,1204,2,2,3,2,0,2,1,25,1,1,2,2,1,1,1,0
1,12,1,1,1204,1,2,3,2,0,1,1,26,2,1,2,1,2,0,1,0
1,12,2,0,1204,0,1,3,2,0,2,1,24,2,0,2,1,1,1,1,0
2,15,0,0,1204,0,2,2,2,0,2,1,24,0,1,1,2,2,0,1,0
1,18,2,1,1204,0,2,2,2,0,1,2,25,1,1,2,2,2,0,1,0
1,15,1,1,1204,0,2,2,2,0,2,0,24,1,0,2,2,1,1,1,0
1,17,0,1,1204,1,1,2,2,0,1,3,26,2,1,1,1,2,0,1,0
3,14,2,0,1204,2,2,3,2,1,2,1,25,2,0,1,1,1,1,1,0
2,13,1,1,1204,0,2,2,2,1,2,0,25,2,1,1,2,2,1,1,0
1,11,2,1,1204,2,2,3,2,1,2,2,26,2,0,2,1,2,0,1,0
3,16,0,1,1204,2,1,2,2,1,1,1,25,0,1,1,1,2,0,1,0
3,10,2,1,1204,2,2,2,2,1,1,0,24,0,1,1,2,2,0,1,0
3,14,2,1,1204,2,1,3,2,1,2,0,25,2,0,2,1,1,1,1,0
3,10,1,1,1204,1,2,2,2,0,1,3,24,0,1,2,1,1,0,1,0
2,18,0,0,1204,1,2,3,2,0,1,1,25,1,1,2,2,1,0,1,0
3,18,1,1,1204,2,2,2,2,0,2,0,26,1,1,2,1,2,1,1,0
1,13,1,0,1204,0,2,3,2,1,1,1,25,2,0,1,1,2,1,1,0
2,16,0,0,1204,0,2,3,2,1,1,3,25,1,1,2,2,1,0,1,0
3,12,0,0,1204,0,2,3,2,0,2,2,25,0,1,2,1,2,1,1,0
1,18,0,1,1204,1,2,3,2,1,1,3,26,2,1,1,1,2,0,1,0
2,13,1,1,1204,1,1,3,2,1,1,1,26,1,1,1,2,1,0,1,0
3,17,0,0,1204,2,2,3,2,1,2,2,26,0,0,1,1,2,1,1,0
1,11,0,0,1204,0,2,3,2,0,1,1,24,1,0,2,1,1,1,1,0
2,15,0,1,1204,0,2,2,2,0,1,1,25,2,0,2,1,2,1,1,0
3,10,0,0,1204,1,1,3,2,0,2,2,26,0,0,1,2,1,1,1,0
1,11,0,1,1204,1,2,2,2,1,1,3,25,2,0,1,2,1,1,1,0
2,17,1,0,1204,1,1,2,2,1,1,3,25,2,1,2,2,1,0,1,0
3,15,2,0,1204,2,2,3,2,0,2,3,25,2,0,2,1,1,1,1,0
1,18,0,1,1204,0,2,2,2,1,2,3,25,1,1,2,2,2,1,1,0
1,13,1,0,1204,1,1,2,2,0,2,2,24,2,1,1,2,1,0,1,0
1,11,1,0,1204,2,1,3,2,1,2,2,26,1,0,1,1,2,0,1,0
1,16,2,1,1204,0,2,3,2,0,1,3,25,0,0,2,2,2,1,1,0
3,12,1,1,1204,0,2,3,2,1,2,3,25,2,0,1,2,2,0,1,0
1,15,1,0,1204,0,2,3,2,1,1,3,25,0,0,2,2,2,1,1,0
1,16,2,0,1204,0,2,3,2,0,2,2,25,2,0,2,1,2,0,1,0
3,10,0,0,1204,0,2,3,2,1,2,0,24,2,0,2,2,1,0,1,0
2,11,2,1,1204,0,2,2,2,0,2,0,26,1,0,2,1,2,1,1,0
3,12,1,0,1204,0,2,2,2,0,1,0,24,2,1,2,1,1,1,1,0
3,10,2,1,1204,0,1,2,2,1,2,0,25,2,1,2,1,1,0,1,0
2,12,2,1,1204,2,1,2,2,0,1,1,24,0,1,2,1,2,1,1,0
3,17,0,1,1204,2,2,3,2,0,1,2,26,0,1,1,1,2,0,1,0
1,10,2,1,1204,0,1,3,2,1,2,0,25,0,0,1,1,1,0,1,0
